"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value","Flag and Footnotes"
"2016","Malta","Last internet use: in last 3 months","Percentage of individuals","All Individuals","78",""
"2016","Malta","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Malta","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2016","Malta","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2016","Malta","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","79",""
"2016","Malta","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Malta","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2016","Malta","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Malta","Individuals who have ever used the internet","Percentage of individuals","All Individuals","79",""
"2016","Malta","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Malta","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","21",""
"2016","Malta","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Malta","Internet use: never","Percentage of individuals","All Individuals","21",""
"2016","Malta","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Netherlands","Last internet use: in last 3 months","Percentage of individuals","All Individuals","93",""
"2016","Netherlands","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Netherlands","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2016","Netherlands","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2016","Netherlands","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","94",""
"2016","Netherlands","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Netherlands","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2016","Netherlands","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Netherlands","Individuals who have ever used the internet","Percentage of individuals","All Individuals","95",""
"2016","Netherlands","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Netherlands","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","6",""
"2016","Netherlands","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Netherlands","Internet use: never","Percentage of individuals","All Individuals","5",""
"2016","Netherlands","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Austria","Last internet use: in last 3 months","Percentage of individuals","All Individuals","84",""
"2016","Austria","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Austria","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2016","Austria","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2016","Austria","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","85",""
"2016","Austria","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Austria","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2016","Austria","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Austria","Individuals who have ever used the internet","Percentage of individuals","All Individuals","87",""
"2016","Austria","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Austria","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","15",""
"2016","Austria","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Austria","Internet use: never","Percentage of individuals","All Individuals","13",""
"2016","Austria","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Poland","Last internet use: in last 3 months","Percentage of individuals","All Individuals","73",""
"2016","Poland","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Poland","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","2",""
"2016","Poland","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","3",""
"2016","Poland","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","75",""
"2016","Poland","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Poland","Last internet use: more than a year ago","Percentage of individuals","All Individuals","3",""
"2016","Poland","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Poland","Individuals who have ever used the internet","Percentage of individuals","All Individuals","78",""
"2016","Poland","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Poland","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","25",""
"2016","Poland","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Poland","Internet use: never","Percentage of individuals","All Individuals","22",""
"2016","Poland","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Portugal","Last internet use: in last 3 months","Percentage of individuals","All Individuals","70",""
"2016","Portugal","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Portugal","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2016","Portugal","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2016","Portugal","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","71",""
"2016","Portugal","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Portugal","Last internet use: more than a year ago","Percentage of individuals","All Individuals","3",""
"2016","Portugal","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Portugal","Individuals who have ever used the internet","Percentage of individuals","All Individuals","74",""
"2016","Portugal","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Portugal","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","29",""
"2016","Portugal","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Portugal","Internet use: never","Percentage of individuals","All Individuals","26",""
"2016","Portugal","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Romania","Last internet use: in last 3 months","Percentage of individuals","All Individuals","60",""
"2016","Romania","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Romania","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","7",""
"2016","Romania","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","10",""
"2016","Romania","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","66",""
"2016","Romania","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Romania","Last internet use: more than a year ago","Percentage of individuals","All Individuals","4",""
"2016","Romania","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Romania","Individuals who have ever used the internet","Percentage of individuals","All Individuals","70",""
"2016","Romania","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Romania","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","34",""
"2016","Romania","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Romania","Internet use: never","Percentage of individuals","All Individuals","30",""
"2016","Romania","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovenia","Last internet use: in last 3 months","Percentage of individuals","All Individuals","75",""
"2016","Slovenia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovenia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2016","Slovenia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2016","Slovenia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","76",""
"2016","Slovenia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovenia","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2016","Slovenia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovenia","Individuals who have ever used the internet","Percentage of individuals","All Individuals","78",""
"2016","Slovenia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovenia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","24",""
"2016","Slovenia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovenia","Internet use: never","Percentage of individuals","All Individuals","22",""
"2016","Slovenia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovakia","Last internet use: in last 3 months","Percentage of individuals","All Individuals","80",""
"2016","Slovakia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovakia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","2",""
"2016","Slovakia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","3",""
"2016","Slovakia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","83",""
"2016","Slovakia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovakia","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2016","Slovakia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovakia","Individuals who have ever used the internet","Percentage of individuals","All Individuals","85",""
"2016","Slovakia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovakia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","17",""
"2016","Slovakia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Slovakia","Internet use: never","Percentage of individuals","All Individuals","15",""
"2016","Slovakia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Finland","Last internet use: in last 3 months","Percentage of individuals","All Individuals","94",""
"2016","Finland","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Finland","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","0","n"
"2016","Finland","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","0","n"
"2016","Finland","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","94",""
"2016","Finland","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Finland","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2016","Finland","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Finland","Individuals who have ever used the internet","Percentage of individuals","All Individuals","96",""
"2016","Finland","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Finland","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","6",""
"2016","Finland","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Finland","Internet use: never","Percentage of individuals","All Individuals","4",""
"2016","Finland","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Sweden","Last internet use: in last 3 months","Percentage of individuals","All Individuals","93","b"
"2016","Sweden","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Sweden","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","2","b"
"2016","Sweden","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","2","b"
"2016","Sweden","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","95","b"
"2016","Sweden","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Sweden","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2","b"
"2016","Sweden","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Sweden","Individuals who have ever used the internet","Percentage of individuals","All Individuals","97","b"
"2016","Sweden","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Sweden","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","5","b"
"2016","Sweden","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Sweden","Internet use: never","Percentage of individuals","All Individuals","3","b"
"2016","Sweden","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Iceland","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Iceland","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Iceland","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Iceland","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Iceland","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Iceland","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Iceland","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Iceland","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Iceland","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Iceland","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Iceland","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","Iceland","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Iceland","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","Iceland","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Norway","Last internet use: in last 3 months","Percentage of individuals","All Individuals","97",""
"2016","Norway","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Norway","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","0","n"
"2016","Norway","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","0","n"
"2016","Norway","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","98",""
"2016","Norway","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Norway","Last internet use: more than a year ago","Percentage of individuals","All Individuals","0","n"
"2016","Norway","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Norway","Individuals who have ever used the internet","Percentage of individuals","All Individuals","98",""
"2016","Norway","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Norway","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","2",""
"2016","Norway","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Norway","Internet use: never","Percentage of individuals","All Individuals","2",""
"2016","Norway","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Switzerland","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Switzerland","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Switzerland","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Switzerland","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Switzerland","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Switzerland","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Switzerland","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Switzerland","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Switzerland","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Switzerland","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Switzerland","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","Switzerland","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Switzerland","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","Switzerland","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United Kingdom","Last internet use: in last 3 months","Percentage of individuals","All Individuals","95",""
"2016","United Kingdom","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United Kingdom","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2016","United Kingdom","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2016","United Kingdom","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","95",""
"2016","United Kingdom","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United Kingdom","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2016","United Kingdom","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United Kingdom","Individuals who have ever used the internet","Percentage of individuals","All Individuals","96",""
"2016","United Kingdom","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United Kingdom","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","5",""
"2016","United Kingdom","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United Kingdom","Internet use: never","Percentage of individuals","All Individuals","4",""
"2016","United Kingdom","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Montenegro","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Montenegro","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Montenegro","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Montenegro","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Montenegro","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Montenegro","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Montenegro","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Montenegro","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Montenegro","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Montenegro","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Montenegro","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","Montenegro","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Montenegro","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","Montenegro","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","North Macedonia","Last internet use: in last 3 months","Percentage of individuals","All Individuals","72",""
"2016","North Macedonia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","North Macedonia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","3",""
"2016","North Macedonia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","4",""
"2016","North Macedonia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","75",""
"2016","North Macedonia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","North Macedonia","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2016","North Macedonia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","North Macedonia","Individuals who have ever used the internet","Percentage of individuals","All Individuals","77",""
"2016","North Macedonia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","North Macedonia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","25",""
"2016","North Macedonia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","North Macedonia","Internet use: never","Percentage of individuals","All Individuals","23",""
"2016","North Macedonia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Albania","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Albania","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Albania","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Albania","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Albania","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Albania","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Albania","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Albania","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Albania","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Albania","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Albania","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","Albania","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Albania","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","Albania","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Serbia","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Serbia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Serbia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Serbia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Serbia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Serbia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Serbia","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Serbia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Serbia","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Serbia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Serbia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","Serbia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Serbia","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","Serbia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Turkey","Last internet use: in last 3 months","Percentage of individuals","All Individuals","58",""
"2016","Turkey","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Turkey","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2016","Turkey","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","2",""
"2016","Turkey","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","59",""
"2016","Turkey","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Turkey","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2016","Turkey","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Turkey","Individuals who have ever used the internet","Percentage of individuals","All Individuals","61",""
"2016","Turkey","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Turkey","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","41",""
"2016","Turkey","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Turkey","Internet use: never","Percentage of individuals","All Individuals","39",""
"2016","Turkey","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Bosnia and Herzegovina","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Bosnia and Herzegovina","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","Bosnia and Herzegovina","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Bosnia and Herzegovina","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","Bosnia and Herzegovina","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Canada","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Canada","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Canada","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Canada","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
